rxcui,drug_name,utilization_raw,utilization_score,utilization_percentile,spend_raw,spend_score,spend_percentile,disease_burden_raw,disease_burden_score,disease_burden_percentile,population_impact_raw,population_impact_score,population_impact_percentile,risk_raw,risk_score,risk_percentile,ehi_score,ehi_rank,ehi_percentile,ehi_tier,ehi_tier_label,primary_driver,secondary_driver,limiting_factor,calibration_boost_total,calibration_utilization_boost,calibration_spend_boost,calibration_disease_burden_boost,calibration_population_impact_boost,calibration_risk_boost,calibration_notes,methodology_version,calculation_date,source_coverage_flag,source_overall_intelligence_score,source_claims_readiness_score,source_ai_readiness_score,source_semantic_richness_score,source_interoperability_score,source_clinical_semantics_score,source_explainability_score,source_relationship_density_score,source_classification_density_score,source_relationship_count,source_classification_count,source_disease_count,source_atc_hierarchy_depth,source_schedule_count
38,Parlodel,26.137355303332004,34.44,34.44,27.88296614894464,34.63,34.63,17.767323775388295,25.26,25.26,25.3653563653259,32.85,32.85,61.54894713261649,73.74,73.74,36.34,3275,32.85,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
44,mesna,44.63974346210009,57.32,57.32,63.51854838709678,68.12,68.12,17.767323775388295,25.26,25.26,40.761132682862076,55.19,55.19,66.75043973184654,97.73,97.73,57.33,3052,55.46,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,16.0,0.0,0.0,0.0,0.0
61,beta-alanine,44.095305655117485,56.09,56.09,62.701891676622864,66.91,66.91,17.767323775388295,25.26,25.26,39.672257068896855,54.44,54.44,66.4101661024824,96.88,96.88,56.46,3105,54.54,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,11.0,0.0,0.0,0.0,0.0
73,docosahexaenoate,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,4-aminobenzoic acid,45.118636333466085,58.18,58.18,64.23688769414576,69.54,69.54,17.767323775388295,25.26,25.26,41.718918425594055,56.64,56.64,67.04974777645029,98.77,98.77,58.26,2998,57.58,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,29.0,0.0,0.0,0.0,0.0
90,eicosapentaenoic acid,45.16460075667065,58.29,58.29,64.30583432895261,69.66,69.66,17.767323775388295,25.26,25.26,41.81084727200319,56.77,56.77,67.07847554095314,98.9,98.9,58.36,2990,57.73,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,35.0,0.0,0.0,0.0,0.0
94,5-hydroxytryptophan,44.97344185583433,57.84,57.84,64.01909597769813,69.22,69.22,17.767323775388295,25.26,25.26,41.42852947033055,56.32,56.32,66.95900122793044,98.44,98.44,58.0,3013,57.17,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,22.0,0.0,0.0,0.0,0.0
97,ticlopidine hydrochloride,42.27457387495022,54.81,54.81,59.096544006371964,65.34,65.34,17.767323775388295,25.26,25.26,38.43429350856233,53.24,53.24,65.98002123987787,96.09,96.09,55.42,3156,53.46,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,29.02,48.0,13.5,18.0,48.0,0.0,19.0,90.0,0.0,9.0,0.0,0.0,0.0,0.0
99,6-aminocaproic acid,45.144854307712734,58.25,58.25,64.27621465551573,69.62,69.62,17.767323775388295,25.26,25.26,41.771354374087345,56.73,56.73,67.06613401035443,98.86,98.86,58.33,2993,57.68,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,32.0,0.0,0.0,0.0,0.0
103,mercaptopurine,45.09075899376079,58.11,58.11,64.19507168458782,69.48,69.48,17.767323775388295,25.26,25.26,41.663163746183464,56.57,56.57,67.03232443913447,98.7,98.7,58.21,3002,57.5,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,27.0,0.0,0.0,0.0,0.0
110,oxyquinoline,45.054750763308114,58.02,58.02,64.1410593389088,69.4,69.4,17.767323775388295,25.26,25.26,41.59114728527811,56.49,56.49,67.00981929510155,98.61,98.61,58.14,3006,57.4,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,25.0,0.0,0.0,0.0,0.0
149,acebutolol,44.77614330280101,57.52,57.52,63.72314814814815,68.34,68.34,17.767323775388295,25.26,25.26,41.033932364263904,55.36,55.36,66.83568963228461,97.91,97.91,57.49,3043,55.71,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,18.0,0.0,0.0,0.0,0.0
154,acenocoumarol,45.072008164078056,58.06,58.06,64.16694544006373,69.44,69.44,17.767323775388295,25.26,25.26,41.625662086818004,56.54,56.54,67.02060517058277,98.66,98.66,58.18,3004,57.46,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,26.0,0.0,0.0,0.0,0.0
155,acepromazine,44.55860049117218,56.62,56.62,63.3968339307049,67.98,67.98,17.767323775388295,25.26,25.26,40.59884674100624,55.1,55.1,66.6997253750166,97.61,97.61,57.06,3071,55.22,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,15.0,0.0,0.0,0.0,0.0
161,acetaminophen,45.16460075667065,58.29,58.29,64.30583432895261,69.66,69.66,17.767323775388295,25.26,25.26,41.81084727200319,56.77,56.77,67.07847554095314,98.9,98.9,58.36,2990,57.73,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,35.0,0.0,0.0,0.0,0.0
162,acetanilide,37.173478361874416,49.91,49.91,48.81665073675826,59.92,59.92,17.767323775388295,25.26,25.26,35.433602482410734,51.94,51.94,64.91214904420549,93.85,93.85,52.18,3208,49.89,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,23.85,42.0,9.0,12.0,42.0,0.0,16.0,60.0,0.0,6.0,0.0,0.0,0.0,0.0
164,acetate,37.173478361874416,49.91,49.91,48.81665073675826,59.92,59.92,17.767323775388295,25.26,25.26,35.433602482410734,51.94,51.94,64.91214904420549,93.85,93.85,52.18,3208,49.89,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,23.85,42.0,9.0,12.0,42.0,0.0,16.0,60.0,0.0,6.0,0.0,0.0,0.0,0.0
167,acetazolamide,45.072008164078056,58.06,58.06,64.16694544006373,69.44,69.44,17.767323775388295,25.26,25.26,41.625662086818004,56.54,56.54,67.02060517058277,98.66,98.66,58.18,3004,57.46,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,26.0,0.0,0.0,0.0,0.0
168,acetic acid,45.18567469799549,58.33,58.33,64.33744524093987,69.71,69.71,17.767323775388295,25.26,25.26,41.85299515465287,56.81,56.81,67.09164675428116,98.95,98.95,58.4,2986,57.78,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,46.0,0.0,0.0,0.0,0.0
173,acetohexamide,44.883836121067304,57.68,57.68,63.88468737554759,68.76,68.76,17.767323775388295,25.26,25.26,41.2493180007965,56.19,56.19,66.90299764370104,98.3,98.3,57.8,3024,56.95,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,20.0,0.0,0.0,0.0,0.0
178,acetone,44.23070987654321,56.25,56.25,62.90499800876145,67.11,67.11,17.767323775388295,25.26,25.26,39.94306551174831,54.58,54.58,66.49479374087349,97.24,97.24,56.62,3093,54.76,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,12.0,0.0,0.0,0.0,0.0
193,acetylcarnitine,43.950940860215056,55.94,55.94,62.48534448426922,66.56,66.56,17.767323775388295,25.26,25.26,39.383527479091995,54.3,54.3,66.3199381056684,96.68,96.68,56.29,3111,54.39,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0
194,acetylcholine,44.463021040754015,56.5,56.5,63.25346475507766,67.83,67.83,17.767323775388295,25.26,25.26,40.40768784016992,54.82,54.82,66.63998821850524,97.5,97.5,56.93,3078,55.05,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,14.0,0.0,0.0,0.0,0.0
195,acetylcholinesterase,43.950940860215056,55.94,55.94,62.48534448426922,66.56,66.56,17.767323775388295,25.26,25.26,39.383527479091995,54.3,54.3,66.3199381056684,96.68,96.68,56.29,3111,54.39,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0
197,acetylcysteine,45.182190030532325,58.32,58.32,64.33221823974513,69.7,69.7,17.767323775388295,25.26,25.26,41.84602581972654,56.8,56.8,67.08946883711668,98.93,98.93,58.39,2987,57.77,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,42.0,0.0,0.0,0.0,0.0
199,acetyldigoxins,31.63164443116952,46.78,46.78,37.878399840700915,47.18,47.18,17.767323775388295,25.26,25.26,31.555934621000933,46.54,46.54,63.57037783751493,88.76,88.76,46.74,3230,46.77,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,18.67,36.0,4.5,6.0,36.0,0.0,13.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0
200,acetylene,33.57566706491438,48.39,48.39,41.6686837913182,52.04,52.04,17.767323775388295,25.26,25.26,33.040479888490644,48.11,48.11,64.07757948360546,90.58,90.58,48.85,3226,48.32,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,20.4,38.0,6.0,8.0,38.0,0.0,14.0,40.0,0.0,4.0,0.0,0.0,0.0,0.0
211,Topicycline,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,acidulated phosphate fluoride,31.63164443116952,46.78,46.78,37.878399840700915,47.18,47.18,17.767323775388295,25.26,25.26,31.555934621000933,46.54,46.54,63.57037783751493,88.76,88.76,46.74,3230,46.77,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,18.67,36.0,4.5,6.0,36.0,0.0,13.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0
239,aclarubicin,42.27457387495022,54.81,54.81,59.096544006371964,65.34,65.34,17.767323775388295,25.26,25.26,38.43429350856233,53.24,53.24,65.98002123987787,96.09,96.09,55.42,3156,53.46,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,29.02,48.0,13.5,18.0,48.0,0.0,19.0,90.0,0.0,9.0,0.0,0.0,0.0,0.0
242,aconite,26.137355303332004,34.44,34.44,27.88296614894464,34.63,34.63,17.767323775388295,25.26,25.26,25.3653563653259,32.85,32.85,61.54894713261649,73.74,73.74,36.34,3275,32.85,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
249,acriflavine,44.35035012611178,56.38,56.38,63.084458383114296,67.3,67.3,17.767323775388295,25.26,25.26,40.18234601088544,54.73,54.73,66.56956889685384,97.4,97.4,56.74,3087,54.93,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,13.0,0.0,0.0,0.0,0.0
270,spectinomycin,44.77614330280101,57.52,57.52,63.72314814814815,68.34,68.34,17.767323775388295,25.26,25.26,41.033932364263904,55.36,55.36,66.83568963228461,97.91,97.91,57.49,3043,55.71,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,18.0,0.0,0.0,0.0,0.0
272,activated charcoal,45.15929078720298,58.28,58.28,64.2978693747511,69.65,69.65,17.767323775388295,25.26,25.26,41.80022733306783,56.76,56.76,67.07515681003585,98.89,98.89,58.35,2991,57.71,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,34.0,0.0,0.0,0.0,0.0
281,acyclovir,45.03417463162087,57.96,57.96,64.11019514137794,69.34,69.34,17.767323775388295,25.26,25.26,41.54999502190363,56.44,56.44,66.99695921279702,98.56,98.56,58.1,3007,57.34,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,24.0,0.0,0.0,0.0,0.0
290,adenine,44.463021040754015,56.5,56.5,63.25346475507766,67.83,67.83,17.767323775388295,25.26,25.26,40.40768784016992,54.82,54.82,66.63998821850524,97.5,97.5,56.93,3078,55.05,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,14.0,0.0,0.0,0.0,0.0
296,adenosine,45.15265332536838,58.27,58.27,64.28791318199922,69.63,69.63,17.767323775388295,25.26,25.26,41.786952409398644,56.75,56.75,67.07100839638922,98.88,98.88,58.34,2992,57.7,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,33.0,0.0,0.0,0.0,0.0
309,adenosine monophosphate,45.17654818797292,58.31,58.31,64.32375547590603,69.7,69.7,17.767323775388295,25.26,25.26,41.83474213460773,56.79,56.79,67.08594268551705,98.93,98.93,58.38,2988,57.75,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,39.0,0.0,0.0,0.0,0.0
318,adenosine triphosphate,44.463021040754015,56.5,56.5,63.25346475507766,67.83,67.83,17.767323775388295,25.26,25.26,40.40768784016992,54.82,54.82,66.63998821850524,97.5,97.5,56.93,3078,55.05,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,14.0,0.0,0.0,0.0,0.0
332,Adipex-P,26.137355303332004,34.44,34.44,27.88296614894464,34.63,34.63,17.767323775388295,25.26,25.26,25.3653563653259,32.85,32.85,61.54894713261649,73.74,73.74,36.34,3275,32.85,4,Limited Enterprise Impact,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,15.23,32.0,1.5,2.0,32.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
333,adiphenine,33.57566706491438,48.39,48.39,41.6686837913182,52.04,52.04,17.767323775388295,25.26,25.26,33.040479888490644,48.11,48.11,64.07757948360546,90.58,90.58,48.85,3226,48.32,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,20.4,38.0,6.0,8.0,38.0,0.0,14.0,40.0,0.0,4.0,0.0,0.0,0.0,0.0
362,epinephrine hydrochloride,43.950940860215056,55.94,55.94,62.48534448426922,66.56,66.56,17.767323775388295,25.26,25.26,39.383527479091995,54.3,54.3,66.3199381056684,96.68,96.68,56.29,3111,54.39,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0
376,corticotropin,44.883836121067304,57.68,57.68,63.88468737554759,68.76,68.76,17.767323775388295,25.26,25.26,41.2493180007965,56.19,56.19,66.90299764370104,98.3,98.3,57.8,3024,56.95,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,20.0,0.0,0.0,0.0,0.0
388,polymyxin B sulfate,44.55860049117218,56.62,56.62,63.3968339307049,67.98,67.98,17.767323775388295,25.26,25.26,40.59884674100624,55.1,55.1,66.6997253750166,97.61,97.61,57.06,3071,55.22,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,15.0,0.0,0.0,0.0,0.0
397,agar,44.23070987654321,56.25,56.25,62.90499800876145,67.11,67.11,17.767323775388295,25.26,25.26,39.94306551174831,54.58,54.58,66.49479374087349,97.24,97.24,56.62,3093,54.76,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,12.0,0.0,0.0,0.0,0.0
411,air,44.463021040754015,56.5,56.5,63.25346475507766,67.83,67.83,17.767323775388295,25.26,25.26,40.40768784016992,54.82,54.82,66.63998821850524,97.5,97.5,56.93,3078,55.05,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,30.75,50.0,15.0,20.0,50.0,0.0,20.0,100.0,0.0,14.0,0.0,0.0,0.0,0.0
