rxcui,drug_name,utilization_raw,utilization_score,utilization_percentile,spend_raw,spend_score,spend_percentile,disease_burden_raw,disease_burden_score,disease_burden_percentile,population_impact_raw,population_impact_score,population_impact_percentile,risk_raw,risk_score,risk_percentile,ehi_score,ehi_rank,ehi_percentile,ehi_tier,ehi_tier_label,primary_driver,secondary_driver,limiting_factor,calibration_boost_total,calibration_utilization_boost,calibration_spend_boost,calibration_disease_burden_boost,calibration_population_impact_boost,calibration_risk_boost,calibration_notes,methodology_version,calculation_date,source_coverage_flag,source_overall_intelligence_score,source_claims_readiness_score,source_ai_readiness_score,source_semantic_richness_score,source_interoperability_score,source_clinical_semantics_score,source_explainability_score,source_relationship_density_score,source_classification_density_score,source_relationship_count,source_classification_count,source_disease_count,source_atc_hierarchy_depth,source_schedule_count
72385,wheat germ oil,65.74070987654322,70.67,70.67,79.96926616221957,85.59,85.59,74.67975242267357,74.34,74.34,66.43271286340104,66.58,66.58,49.2287333399708,33.59,33.59,70.81,2006,75.87,2,Strategically Important,Spend Intelligence,Disease Burden Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,67.79,73.0,61.75,68.88,71.0,74.25,64.5,100.0,40.75,12.0,8.0,1.0,0.0,0.0
72406,symbioflor I,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72435,anakinra,98.64360049117218,95.39,95.39,102.63085052435949,95.52,95.52,96.65001327492367,91.1,91.1,95.3439663480685,96.24,96.24,39.038527976901634,24.3,24.3,87.58,442,96.58,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,99.09,99.0,99.0,98.5,99.25,99.5,100.0,100.0,97.25,15.0,19.0,4.0,4.0,0.0
72467,tirilazad,66.82566706491437,70.89,70.89,65.82778375149343,71.13,71.13,20.91732377538829,61.48,61.48,65.76259425195806,66.3,66.3,52.01508778043276,35.98,35.98,64.89,2496,67.63,3,Operationally Relevant,Spend Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,59.4,74.0,49.5,43.25,77.5,10.5,55.0,40.0,54.0,4.0,6.0,0.0,4.0,0.0
72552,OmniHIB,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72610,troglitazone,95.36570987654322,92.77,92.77,99.55070450019912,93.2,93.2,73.85710872162484,73.85,73.85,90.44006086552501,92.09,92.09,38.25868926722421,21.01,21.01,81.82,969,91.47,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,95.29,95.0,95.0,92.5,96.25,76.5,99.0,100.0,86.25,12.0,15.0,2.0,4.0,0.0
72611,cefditoren pivoxil,97.12457387495022,94.36,94.36,99.3018433559007,92.95,92.95,97.79505177220231,93.22,93.22,94.82826138324705,95.65,95.65,38.33410659763706,21.25,21.25,86.66,527,95.76,1,Enterprise Critical,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,98.42,98.0,98.5,98.0,98.0,100.0,100.0,90.0,100.0,9.0,27.0,14.0,4.0,0.0
72616,salmeterol xinafoate,96.39707387495022,93.68,93.68,98.34556060002656,92.11,92.11,92.4892373556352,86.83,86.83,92.41597192353645,93.57,93.57,37.58335324571884,19.39,19.39,84.47,727,93.89,2,Strategically Important,Utilization Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,97.51,97.0,97.5,96.5,97.25,94.5,100.0,90.0,97.25,9.0,19.0,7.0,4.0,0.0
72625,duloxetine,99.27552104075401,97.11,97.11,103.18764104606399,96.61,96.61,97.33034647550777,92.18,92.18,96.0257865392274,96.98,96.98,39.08795051772202,24.56,24.56,88.72,345,97.46,1,Enterprise Critical,Utilization Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,14.0,21.0,4.0,4.0,0.0
72664,Somatuline,53.846974976768884,62.79,62.79,44.35306385238285,54.28,54.28,87.48804261250498,82.95,82.95,68.9121701181468,67.62,67.62,29.804288630027877,3.32,3.32,59.47,2923,58.73,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,73.85,61.0,81.0,74.0,62.0,92.0,95.0,0.0,89.0,0.0,16.0,3.0,4.0,0.0
72875,fluvastatin sodium,97.12457387495022,94.36,94.36,98.9805072348334,92.55,92.55,91.98096707818931,86.38,86.38,93.093311827957,94.14,94.14,37.62729988052568,19.49,19.49,84.79,698,94.18,2,Strategically Important,Utilization Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,98.42,98.0,98.5,98.0,98.0,95.0,100.0,90.0,100.0,9.0,20.0,9.0,4.0,0.0
72901,ferumoxides,64.17070987654321,70.28,70.28,78.64009796893669,85.06,85.06,68.33877937076862,71.67,71.67,65.01520828355237,65.92,65.92,50.177565146687904,34.39,34.39,70.01,2079,74.49,3,Operationally Relevant,Spend Intelligence,Disease Burden Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,65.51,71.0,59.75,65.88,69.5,67.25,61.5,100.0,35.25,12.0,6.0,2.0,0.0,0.0
72937,tolcapone,96.87344185583433,94.07,94.07,101.33026417098102,94.49,94.49,90.24880193813885,85.12,85.12,94.09010387627771,94.91,94.91,39.14895542944378,24.8,24.8,85.58,625,94.86,2,Strategically Important,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,96.35,96.0,96.0,94.0,97.0,94.0,100.0,100.0,89.0,22.0,16.0,4.0,4.0,0.0
72962,docetaxel,99.64572547457853,98.21,98.21,104.13771073941325,98.59,98.59,100.09592791716447,97.17,97.17,97.95048453471392,99.0,99.0,39.71409133147485,26.83,26.83,91.08,132,99.31,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,19.0,32.0,13.0,4.0,0.0
72965,letrozole,96.61159398645957,93.84,93.84,100.9374923669189,94.22,94.22,90.85662750564185,85.73,85.73,93.5664081375282,94.49,94.49,38.98530051108456,24.04,24.04,85.43,638,94.7,2,Strategically Important,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,96.35,96.0,96.0,94.0,97.0,94.0,100.0,100.0,89.0,17.0,16.0,3.0,4.0,0.0
73032,remifentanil,96.61159398645957,93.84,93.84,100.9374923669189,94.22,94.22,87.204374087349,82.58,82.58,94.06089904420548,94.89,94.89,43.605077658303465,30.86,30.86,85.54,629,94.82,2,Strategically Important,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,96.35,96.0,96.0,94.0,97.0,92.0,100.0,100.0,89.0,17.0,16.0,2.0,4.0,1.0
73044,repaglinide,97.9972434621001,95.01,95.01,102.12019036240541,95.04,95.04,93.91738683127572,88.61,88.61,93.4034344882517,94.37,94.37,38.331270742068234,21.24,21.24,86.26,564,95.4,1,Enterprise Critical,Spend Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,98.18,98.0,98.0,97.0,98.5,97.0,100.0,100.0,94.5,16.0,18.0,4.0,4.0,0.0
73056,risedronate,90.17117449887164,89.48,89.48,88.96840143369177,88.21,88.21,83.26228926058675,79.35,79.35,86.48602767821585,89.01,89.01,35.38974844019647,16.59,16.59,79.78,1164,89.02,2,Strategically Important,Utilization Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,90.71,89.0,90.5,86.5,90.25,85.5,100.0,70.0,86.25,7.0,15.0,6.0,4.0,0.0
73107,levosimendan,84.82594086021506,87.28,87.28,93.39561263772733,89.77,89.77,21.967323775388294,63.36,63.36,76.66502555422807,76.33,76.33,51.092804161688576,35.16,35.16,76.26,1504,83.54,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,76.25,88.0,68.0,67.0,91.0,14.0,68.0,100.0,67.0,10.0,8.0,0.0,4.0,0.0
73137,tirofiban,99.588643302801,97.99,97.99,103.87353975839639,98.02,98.02,97.79505177220231,93.22,93.22,97.30067702110713,98.44,98.44,39.49986725076331,26.23,26.23,89.94,237,98.48,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,18.0,26.0,14.0,4.0,0.0
73178,iloperidone,95.218643302801,92.67,92.67,99.73529682729324,93.36,93.36,79.81134342227533,76.7,76.7,91.48500703570954,92.89,92.89,38.52415372361609,21.88,21.88,82.6,898,92.27,2,Strategically Important,Spend Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,94.52,94.0,94.0,91.0,95.5,84.0,100.0,100.0,83.5,18.0,14.0,2.0,4.0,0.0
73409,calcium citrate malate,46.170667064914376,58.57,58.57,53.50479875215717,62.34,62.34,18.592323775388294,59.47,59.47,44.476833200584096,58.3,58.3,64.84494865923271,93.58,93.58,63.15,2647,64.66,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,31.78,56.0,12.75,16.88,55.25,2.75,19.5,40.0,12.0,4.0,3.0,0.0,0.0,0.0
73454,Dectomax,22.821974976768885,26.54,26.54,22.33020708880924,26.52,26.52,18.292323775388294,54.41,54.41,27.76353843090402,40.44,40.44,60.57190007301208,66.08,66.08,38.15,3272,40.5,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Spend Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,16.75,31.0,4.75,5.88,30.75,1.75,13.5,0.0,6.5,0.0,1.0,0.0,0.0,0.0
73455,doramectin,40.56328819859286,53.68,53.68,44.1684269215452,53.75,53.75,18.292323775388294,54.41,54.41,39.243664874551975,53.79,53.79,64.15240833665207,91.57,91.57,57.65,3033,56.35,3,Operationally Relevant,Risk Intelligence,Disease Burden Intelligence,Utilization Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,26.2,50.0,7.75,9.88,49.75,1.75,15.5,20.0,6.5,2.0,1.0,0.0,0.0,0.0
73494,telmisartan,99.588643302801,97.99,97.99,104.05208748174698,98.39,98.39,98.40636200716845,94.41,94.41,97.8363201911589,98.93,98.93,39.6784149741139,26.73,26.73,90.39,193,98.88,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,18.0,32.0,8.0,4.0,0.0
73645,valacyclovir,99.6963361210673,98.4,98.4,103.75365060400902,97.77,97.77,97.19170649143769,92.0,92.0,95.90083632019116,96.84,96.84,38.90027628434886,23.63,23.63,89.25,299,97.87,1,Enterprise Critical,Utilization Intelligence,Spend Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20.0,20.0,6.0,4.0,0.0
73689,febuxostat,95.948643302801,93.38,93.38,100.38385463958582,93.79,93.79,81.47336718438869,77.96,77.96,92.97162166467544,94.0,94.0,38.96618213195274,23.95,23.95,83.55,811,93.09,2,Strategically Important,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,95.44,95.0,95.0,92.5,96.25,87.5,100.0,100.0,86.25,18.0,15.0,1.0,4.0,0.0
73710,paricalcitol,96.53974346210009,93.76,93.76,100.82971658037968,94.13,94.13,93.43751161555822,88.06,88.06,92.65176589672109,93.74,93.74,38.554923337315806,22.02,22.02,85.54,629,94.82,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,96.35,96.0,96.0,94.0,97.0,96.0,100.0,100.0,89.0,16.0,16.0,4.0,4.0,0.0
73891,black currant oil,57.772355303332006,68.5,68.5,52.96340979689367,62.11,62.11,28.489887826894993,64.24,64.24,60.419241736360014,64.27,64.27,47.21616908934023,32.68,32.68,61.83,2757,62.46,3,Operationally Relevant,Utilization Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,57.77,69.0,49.75,43.12,72.25,19.25,57.5,10.0,60.5,1.0,7.0,0.0,4.0,0.0
74170,Zosyn,81.28485530333201,82.07,82.07,68.38000544271871,76.91,76.91,98.92756869773,95.23,95.23,82.83153497942386,85.63,85.63,31.523017887959647,10.46,10.46,76.79,1452,84.82,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,85.82,82.0,86.5,82.0,82.0,100.0,100.0,10.0,100.0,1.0,34.0,13.0,4.0,0.0
74667,zaleplon,97.26724346210008,94.56,94.56,101.4786848533121,94.59,94.59,90.72295898048586,85.61,85.61,94.14211190760652,94.96,94.96,43.370893900172575,30.64,30.64,86.45,547,95.55,1,Enterprise Critical,Population Impact Intelligence,Spend Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,97.26,97.0,97.0,95.5,97.75,94.5,100.0,100.0,91.75,16.0,17.0,2.0,4.0,1.0
74670,corticorelin ovine triflutate,63.84780565511748,70.21,70.21,78.36199163679811,84.88,84.88,63.00400238948626,69.96,69.96,64.70689984070091,65.79,65.79,51.84293750829682,35.84,35.84,69.73,2104,73.95,3,Operationally Relevant,Spend Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,64.76,71.0,59.75,65.88,69.5,62.25,56.5,100.0,35.25,11.0,6.0,2.0,0.0,0.0
74671,corticorelin ovine,62.790350126111775,69.83,69.83,77.86266865790522,84.54,84.54,62.47900238948626,69.79,69.79,62.993129098632686,65.13,65.13,53.617355303332005,37.58,37.58,69.57,2120,73.65,3,Operationally Relevant,Spend Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,61.51,70.0,55.0,60.0,68.75,60.5,53.0,100.0,28.75,13.0,5.0,2.0,0.0,0.0
74704,Pulmozyme,77.064855303332,75.27,75.27,65.96310261515997,71.44,71.44,90.22066905615293,84.98,84.98,78.80633559007036,78.43,78.43,30.996869607062255,7.8,7.8,69.98,2082,74.42,3,Operationally Relevant,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,82.94,79.0,83.5,77.5,79.75,94.5,99.0,10.0,91.75,1.0,17.0,3.0,4.0,0.0
75038,Ziac,81.28485530333201,82.07,82.07,68.57373636001594,78.74,78.74,102.21336121067303,99.0,99.0,83.41272773131554,86.64,86.64,31.71674880525687,11.09,11.09,78.21,1314,87.14,2,Strategically Important,Disease Burden Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,85.82,82.0,86.5,82.0,82.0,100.0,100.0,10.0,100.0,1.0,55.0,17.0,4.0,0.0
75207,bosentan,98.86114330280101,95.83,95.83,102.95716474180274,96.22,96.22,96.51958714987389,90.91,90.91,95.00811077923802,95.86,95.86,38.78902163812558,23.05,23.05,87.67,433,96.68,1,Enterprise Critical,Spend Intelligence,Population Impact Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,99.09,99.0,99.0,98.5,99.25,99.5,100.0,100.0,97.25,18.0,19.0,3.0,4.0,0.0
75635,eptifibatide,99.52409398645958,97.77,97.77,103.73722288596841,97.74,97.74,98.12136598964555,93.8,93.8,97.05309969467675,98.23,98.23,39.420031030134076,25.94,25.94,89.85,245,98.39,1,Enterprise Critical,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,17.0,25.0,11.0,4.0,0.0
75806,testosterone isocaproate,88.61316706491436,88.9,88.9,81.90907540156645,86.2,86.2,92.54681069958848,86.9,86.9,88.58128335324572,90.58,90.58,34.25628650604009,15.04,15.04,80.69,1076,90.05,2,Strategically Important,Population Impact Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,90.55,88.0,91.0,88.0,88.0,95.0,100.0,40.0,100.0,4.0,26.0,12.0,4.0,0.0
75917,interferon beta-1a,99.81946103809904,98.88,98.88,103.93833797955661,98.12,98.12,96.01281030134076,90.17,90.17,96.91802734634275,98.08,98.08,39.36269995353777,25.75,25.75,89.52,275,98.09,1,Enterprise Critical,Utilization Intelligence,Spend Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,23.0,20.0,2.0,4.0,0.0
75960,reviparin,86.80867449887162,88.13,88.13,86.20430545599362,87.44,87.44,67.74529735829019,71.25,71.25,83.26137050311961,86.45,86.45,39.22321784149741,25.07,25.07,78.02,1333,86.76,2,Strategically Important,Utilization Intelligence,Spend Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,85.26,85.0,86.5,80.5,87.25,70.5,88.0,70.0,75.25,7.0,11.0,3.0,4.0,0.0
75961,reviparin sodium,79.49816706491438,77.89,77.89,75.61029430505775,83.87,83.87,67.74529735829019,71.25,71.25,77.84185563520509,77.46,77.46,38.02446319527413,20.3,20.3,72.23,1877,78.01,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,80.09,79.0,82.0,74.5,81.25,70.5,85.0,40.0,75.25,4.0,11.0,3.0,4.0,0.0
76162,Rifater,11.759474976768884,12.95,12.95,11.96689565909996,12.95,12.95,17.767323775388295,25.26,25.26,18.213095712199657,12.95,12.95,59.36433442851454,52.25,52.25,19.34,3276,12.95,4,Limited Enterprise Impact,Risk Intelligence,Disease Burden Intelligence,Population Impact Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,7.5,15.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76273,propinox,51.647940727465816,61.59,61.59,66.04915571485465,71.78,71.78,18.292323775388294,54.41,54.41,47.00546993229789,59.38,59.38,66.83812866719768,98.07,98.07,66.02,2394,69.31,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,36.55,62.0,16.75,21.88,61.75,1.75,21.5,80.0,6.5,8.0,1.0,0.0,0.0,0.0
76469,"BCG, live, Connaught strain",51.647940727465816,61.59,61.59,66.04915571485465,71.78,71.78,18.292323775388294,54.41,54.41,47.00546993229789,59.38,59.38,66.83812866719768,98.07,98.07,66.02,2394,69.31,3,Operationally Relevant,Risk Intelligence,Spend Intelligence,Disease Burden Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,36.55,62.0,16.75,21.88,61.75,1.75,21.5,80.0,6.5,8.0,1.0,0.0,0.0,0.0
76887,quinagolide,84.82594086021506,87.28,87.28,93.39561263772733,89.77,89.77,21.967323775388294,63.36,63.36,76.66502555422807,76.33,76.33,51.092804161688576,35.16,35.16,76.26,1504,83.54,2,Strategically Important,Spend Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,76.25,88.0,68.0,67.0,91.0,14.0,68.0,100.0,67.0,10.0,8.0,0.0,4.0,0.0
76895,reteplase,99.45224346210009,97.55,97.55,103.66893999734502,97.61,97.61,84.77973582901897,80.82,80.82,95.5946833930705,96.46,96.46,38.69802037700783,22.64,22.64,86.56,537,95.66,1,Enterprise Critical,Spend Intelligence,Utilization Intelligence,Risk Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,No calibration boost applied,EHI_REAL_PLATFORM_INPUTS_CALIBRATED_V1,2026-06-05 00:05:47,Platform-Derived Proxy + Calibration,100.0,100.0,100.0,100.0,100.0,85.0,100.0,100.0,100.0,16.0,26.0,12.0,4.0,0.0
