framework_version,feature_key,feature,linear_regression_abs_coef_importance,random_forest_gini_importance,random_forest_permutation_importance,xgboost_gain_importance,xgboost_shap_importance,pca_weighted_loading_importance,ml_statistical_consensus_importance,domain_expert_prior_weight,v6_recommended_weight,v6_recommended_weight_pct,input_tier,production_role,weight_selection_method,included_in_ehi_v6
EHI_V6_WEIGHT_FRAMEWORK_V1,utilization_score,Utilization,0.3030931088113855,0.889020498230882,0.8563414798110798,0.55656165,0.44120073,0.2032056899932365,0.4509602491702239,0.25,0.3906721744191567,39.06721744191567,Tier 1 Healthcare Importance Core,Healthcare importance input,"70% ML/statistical evidence + 30% healthcare domain prior; final score remains transparent weighted model, not black-box ML.",True
EHI_V6_WEIGHT_FRAMEWORK_V1,spend_score,Spend,0.2527632979519622,0.0961524891615436,0.1269012283843464,0.15920621,0.23646033,0.2064502352612254,0.2056437707012253,0.25,0.2189506394908577,21.89506394908577,Tier 1 Healthcare Importance Core,Healthcare importance input,"70% ML/statistical evidence + 30% healthcare domain prior; final score remains transparent weighted model, not black-box ML.",True
EHI_V6_WEIGHT_FRAMEWORK_V1,population_impact_score,Population Impact,0.1516932124261826,0.0140015033588613,0.0154472535592223,0.27984473,0.24822481,0.2005574925958791,0.1539806907961237,0.2,0.1677864835572866,16.77864835572866,Tier 1 Healthcare Importance Core,Healthcare importance input,"70% ML/statistical evidence + 30% healthcare domain prior; final score remains transparent weighted model, not black-box ML.",True
EHI_V6_WEIGHT_FRAMEWORK_V1,disease_burden_score,Disease Burden,0.1908603519335015,0.0005651585328383,0.0010758113436755,0.0022175736,0.05399685,0.2015445224881202,0.1118693829549251,0.2,0.1383085680684476,13.83085680684476,Tier 1 Healthcare Importance Core,Healthcare importance input,"70% ML/statistical evidence + 30% healthcare domain prior; final score remains transparent weighted model, not black-box ML.",True
EHI_V6_WEIGHT_FRAMEWORK_V1,risk_score,Risk,0.1015900288769681,0.0002603507158746,0.0002342269016759,0.0021698407,0.020117313,0.1882420596615385,0.0775459063775018,0.1,0.0842821344642513,8.428213446425131,Tier 1 Healthcare Importance Core,Healthcare importance input,"70% ML/statistical evidence + 30% healthcare domain prior; final score remains transparent weighted model, not black-box ML.",True
