rxcui,drug_name,ehi_v6_score,ehi_v6_rank,ehi_v6_percentile,ehi_v6_tier_label,utilization_score,spend_score,population_impact_score,disease_burden_score,risk_score,ehi_score,ehi_rank,ehi_percentile,ehi_tier_label,ehi_v6_framework_version,ehi_v6_weighting_method,ehi_v6_validation_score,ehi_v6_validation_status,ehi_v6_dashboard_language
1014391,Humicola grisea allergenic extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1314592,Streptomyces griseus allergenic extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2166596,European aspen pollen extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1484980,crested dogstail pollen extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
971198,Pleospora herbarum allergenic extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
968502,Tetracoccosporium paxianum allergenic extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
968130,Stemphylium sarciniforme allergenic extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
968506,Syncephalastrum racemosum allergenic extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
968123,Stachybotrys chartarum allergenic extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1427134,Ustilago maydis extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1740937,Humulus lupulus pollen extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
905088,Acrothecium robustum allergenic extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
968422,Trichophyton schoenleinii allergenic extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1484986,white willow pollen extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
892338,Khuskia oryzae allergenic extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1360623,Platycladus orientalis pollen extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1192729,Colletotrichum coccodes allergenic extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1192992,Microascus brevicaulis allergenic extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1996102,golden chain pollen extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1309242,Solidago virgaurea pollen extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1098200,Neurospora sitophila allergenic extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1098619,Trichophyton tonsurans allergenic extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2043451,Grindelia ciliata pollen extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1014395,Microsporum audouinii allergenic extract,59.0206,12693,57.877269,Moderate Importance,59.53,60.25,61.48,66.26,36.69,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1038807,Iferex,59.0137,12733,57.744516,Moderate Importance,62.81,54.29,66.83,81.2,1.72,58.85,2963,57.96,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1549330,Coccidioides immitis spherule,59.0104,12734,57.741197,Moderate Importance,59.28,60.58,61.41,65.26,38.65,59.06,2951,58.36,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2106283,calcium citrate anhydrous,59.0069,12735,57.737878,Moderate Importance,63.1,54.67,67.87,78.98,0.88,58.66,2974,57.86,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2733840,Gammagard ERC,59.0041,12736,57.734559,Moderate Importance,62.37,53.27,67.05,82.77,3.28,58.97,2957,58.09,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2672089,iDose,59.0041,12736,57.734559,Moderate Importance,62.37,53.27,67.05,82.77,3.28,58.97,2957,58.09,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2707119,"chikungunya virus antigen, recombinant Senegal strain 37997 capsid protein",59.002,12738,57.727921,Moderate Importance,59.17,59.66,61.14,68.3,37.0,59.2,2940,58.52,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2707121,"chikungunya virus antigen, recombinant Senegal strain 37997 envelope protein E1",59.002,12738,57.727921,Moderate Importance,59.17,59.66,61.14,68.3,37.0,59.2,2940,58.52,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2707122,"chikungunya virus antigen, recombinant Senegal strain 37997 envelope protein E2",59.002,12738,57.727921,Moderate Importance,59.17,59.66,61.14,68.3,37.0,59.2,2940,58.52,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2667255,amosulalol hydrochloride,58.9978,12741,57.717965,Moderate Importance,59.23,59.67,61.2,68.7,35.87,59.19,2941,58.52,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
683,aminolevulinic acid,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
677,aminoglutethimide,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2669,cod liver oil,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2594,clofibrate,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2837,copper,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2023,carbocysteine,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2582,clindamycin,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
704,amitriptyline,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
3001,cyclopentolate,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2403,chlorpromazine,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2238,cephapirin,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2189,cefoxitin,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1311477,Chondrus crispus extract,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2356,chlordiazepoxide,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2399,chlorphenesin,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2396,chlorothiazide,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2596,clomiphene,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2626,clozapine,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
94,5-hydroxytryptophan,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
3131,deferoxamine,58.9924,12742,57.714646,Moderate Importance,57.84,69.22,56.32,25.26,98.44,58.0,3013,57.17,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1427137,"foreskin fibroblast, neonatal",58.9847,12762,57.648269,Moderate Importance,59.36,60.68,61.0,64.95,39.04,59.02,2953,58.28,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1427138,"foreskin keratinocyte, neonatal",58.9847,12762,57.648269,Moderate Importance,59.36,60.68,61.0,64.95,39.04,59.02,2953,58.28,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2118582,Qmiiz,58.9404,12764,57.641632,Moderate Importance,62.79,54.28,67.28,79.3,3.19,58.68,2972,57.87,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2267587,Alloxate,58.9404,12764,57.641632,Moderate Importance,62.79,54.28,67.28,79.3,3.19,58.68,2972,57.87,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2621702,Meloxivet,58.9404,12764,57.641632,Moderate Importance,62.79,54.28,67.28,79.3,3.19,58.68,2972,57.87,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
3194,deoxycholic acid,58.9233,12767,57.631675,Moderate Importance,57.76,69.12,56.26,25.26,98.37,57.94,3017,57.07,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1430390,racementhol,58.9233,12767,57.631675,Moderate Importance,57.76,69.12,56.26,25.26,98.37,57.94,3017,57.07,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
1227,auranofin,58.9233,12767,57.631675,Moderate Importance,57.76,69.12,56.26,25.26,98.37,57.94,3017,57.07,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
2176,cefaclor,58.9233,12767,57.631675,Moderate Importance,57.76,69.12,56.26,25.26,98.37,57.94,3017,57.07,Operationally Relevant,EHI_V6_PRODUCTION_MASTER_V1,Hybrid ML-informed transparent weighting,92.53,Validated,"Calculated using a statistically calibrated healthcare importance framework incorporating utilization, spend, population impact, disease burden, and risk. Tier assignments are percentile-calibrated and validated using ML weight discovery, sensitivity testing, benchmark analysis, and validation scoring."
