rxcui,drug_name,ehi_score,ehi_rank,ehi_percentile,ehi_tier_label,utilization_score,spend_score,population_impact_score,disease_burden_score,risk_score,ehi_v6_ml_weighted_score,ehi_v6_ml_rank,ehi_v6_ml_percentile,ehi_v6_ml_tier_label
25161,fluorexon stain,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
26288,guaiacolsulfonic acid,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
4698,gastric mucins,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2729801,Selaspot,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2728913,Toltramax,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1370630,azeloyl diglycinate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1092541,Amprol,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1727538,zilpaterol,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1655559,trilinolein,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1858851,uranyl nitrate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1858809,chitosan PCA,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1655560,trilinolenin,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1855075,coumaran,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1370627,thioglycolate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2286249,2-carboxyethyl acrylate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1727537,zilpaterol hydrochloride,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
18923,benzarone,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1110787,Vetmedin,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2176448,methyl blue,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1427067,thiocyanate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2475074,3-(3-methyl-2-thienyl)acrylic acid,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1116935,Banamine,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1740235,"2,4-diaminophenoxyethanol",38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2467544,Elura,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1312546,chromium dioxide,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
866025,Nuflor,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1366938,iminodisuccinate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
17665,amezinium,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1085959,Adequan,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2475954,palmitoleate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
9778,silicones,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
10757,triacetoneamine-N-oxyl,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2369353,allo-2-hydroxycitric acid,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1492039,pralmorelin,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
27306,hylan,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1492038,pralmorelin dihydrochloride,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1858663,noggin,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1370611,sarcosinate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1370646,laureth sulfosuccinate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
618482,ricinoleate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2058850,creatine ethyl ester,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1999573,dimethyl disulfide,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2375520,betulonate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1541746,methyl ricinoleate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2375530,symclosene sodium,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
966904,ProZinc,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1592295,formaldehyde sulfoxylate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1433193,Cocci-Cure C for Calves,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1367275,Veraflox,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2106983,Milbeguard,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1547558,threonate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2669473,anhydrovitamin A,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1551572,"methyl lactate, (+)-",38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1309732,"poly(lactic-co-glycolic acid) (85/15, 0.25-0.27 dL/g inherent viscosity)",38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1922903,2-bromobutane,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1313278,benzenesulfonate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1313277,sodium benzenesulfonate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1995483,butyrospermol acetate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1995482,alpha-tocopheryloxyacetate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
349656,ginsenoside,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2669791,Detomequin,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1044460,Corona Udder Butter,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1044273,Revolution,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
978554,DORMOSEDAN,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1364896,isethionic acid,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2375532,alpha-asarone,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1742991,EGTA disodium,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1484497,farnesal,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1716332,arachidate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1009346,Anthelcide EQ,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2375531,symclosene,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1363044,diphenylamine,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2667828,collagen type V,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2571855,californium,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1368883,oleylamide,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1362930,rhodamine B,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2593184,penconazole,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
453012,protamone,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2593178,corydine,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1943800,glutarate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2056289,cetromonium methosulfate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1363564,"alum, potassium anhydrous",38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2056290,cetromonium,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1997246,hexacosanoate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2665887,Senvelgo,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1487534,triphosphate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1487531,hexametaphosphate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1482535,"2,5-diaminotoluene",38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1998050,benzoic anhydride,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
541568,Micotil,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1363587,hydroxypropyl methylcellulose phthalate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1368213,1-butyl oleate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1314221,tartrate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2592629,sodium isostearate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1485048,calcium oxalate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1426331,maleate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1433636,Prevail Injectable,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1788868,4-nonylphenol,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1438637,octyl sulfate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1648696,sudan red,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1648695,tetraethylammonium hydroxide,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1368204,behenate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1426335,phenoxyacetic acid,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1426336,phenoxyacetate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1426414,lactobionate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2166037,dihydrocapsaicin,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2592960,chalcone,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1368173,naringenin,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1309725,"poly(lactic-co-glycolic acid) (50/50, 0.45-0.6 dL/g inherent viscosity)",38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1309726,polylactic acid-polyglycolic acid copolymer,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1309730,"poly(lactic-co-glycolic acid) (75/25, 0.23-0.26 dL/g inherent viscosity)",38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1373396,Pritox,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1364793,"sodium arsenate, dibasic",38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1113701,Zactran,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1551383,Cocci-Cure P for Poultry,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1923620,hippurate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1487189,lanosteryl stearate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1806913,Tinospora cordifolia stem extract,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1363698,aluminum tristearate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1376425,ThrushTox,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1376384,D-Thrush,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1368889,tetrafluoromethane,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1313977,stearamine,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2391549,decyl acetate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2391542,Revolt,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1364922,polymetaphosphate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1593447,didodecyl phosphate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2679411,Florfeniject,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1486028,2-hydroxydecanoate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1368644,carminate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1368642,gentisate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
292726,phenylhydrazine hydrochloride,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1364529,triphosphoric acid,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1538105,Bravecto,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1426388,mesylate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1426373,octadecyltrimethylammonium,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2391135,"1,3-benzenedisulfonic acid",38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2673842,Selarid,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2049929,semax,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1313248,o-xylene,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1362748,formate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1362744,dodicin,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1790084,Loncor,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1860087,imperialine,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1918054,polygalacturonate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1370594,laurate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1370593,carnosine hydrochloride,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2383339,dioxolane,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2200638,salcaprozate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
579979,fluorexon disodium,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1442172,enilconazole,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1793924,phosphite,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
95087,Cestex,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1006623,Eprinex,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1546352,"2,3-dimercapto-1-propanesulfonic acid",38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2359237,Marboquin,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2632732,Eprigard,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1442256,Vetameg,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1368648,ferulate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2279519,cannabigerolate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
995901,Orbax,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2399031,chitosan succinamide (1300 MPA.S),38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1370421,borogluconate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1546351,"1,2-dimyristoyl-sn-glycero-3-(phospho-rac-(1-glycerol)) (sodium salt)",38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1356146,erythorbate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1426783,"pantolactone, (+-)-",38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1039214,Dial Antibacterial,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2179013,HC yellow no. 4,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
283568,guggul lipids,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1371449,"2,4-dichlorophenoxyacetate",38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
596548,metavanadate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1293119,Encore,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2605591,maltobionate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1085717,Synanthic,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1600135,plutonium,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1442202,mevalonolactone,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2604033,withanolide D,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
2604034,ferric ferricyanide,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
545169,MilbeMite,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
1370459,ascorbic acid 2-sulfate,38.15,3272,40.5,Operationally Relevant,26.54,26.52,40.44,54.41,66.08,36.055028497440595,21938,27.19458365138894,Foundational
