rxcui,drug_name,ehi_score,ehi_rank,ehi_percentile,ehi_tier_label,utilization_score,spend_score,population_impact_score,disease_burden_score,risk_score,ehi_v6_ml_weighted_score,ehi_v6_ml_rank,ehi_v6_ml_percentile,ehi_v6_ml_tier_label
94028,Sal-Plant Gel,72.24,1876,78.04,Strategically Important,82.07,75.36,80.07,81.67,4.3,73.65532321738955,6458,78.57024327104976,High Importance
216171,Compound W brand of salicylic acid,72.24,1876,78.04,Strategically Important,82.07,75.36,80.07,81.67,4.3,73.65532321738955,6458,78.57024327104976,High Importance
217768,Ionil Plus,72.24,1876,78.04,Strategically Important,82.07,75.36,80.07,81.67,4.3,73.65532321738955,6458,78.57024327104976,High Importance
92540,Duoplant,72.24,1876,78.04,Strategically Important,82.07,75.36,80.07,81.67,4.3,73.65532321738955,6458,78.57024327104976,High Importance
220049,Stri-Dex,72.24,1876,78.04,Strategically Important,82.07,75.36,80.07,81.67,4.3,73.65532321738955,6458,78.57024327104976,High Importance
219008,P & S,72.24,1876,78.04,Strategically Important,82.07,75.36,80.07,81.67,4.3,73.65532321738955,6458,78.57024327104976,High Importance
218439,Mosco Corn & Callus Remover,72.24,1876,78.04,Strategically Important,82.07,75.36,80.07,81.67,4.3,73.65532321738955,6458,78.57024327104976,High Importance
824980,Salvax,72.24,1876,78.04,Strategically Important,82.07,75.36,80.07,81.67,4.3,73.65532321738955,6458,78.57024327104976,High Importance
1095690,Virasal,72.24,1876,78.04,Strategically Important,82.07,75.36,80.07,81.67,4.3,73.65532321738955,6458,78.57024327104976,High Importance
630978,Freshkote,72.31,1869,78.16,Strategically Important,82.07,74.85,79.63,83.17,4.0,73.65201055024743,6473,78.52046065513922,High Importance
998279,ChloraPrep,72.51,1849,78.45,Strategically Important,78.97,78.47,82.54,80.0,8.17,73.63480513159558,6474,78.51714181407851,High Importance
220893,vitamin E DL-alpha,72.54,1847,78.48,Strategically Important,78.08,81.93,80.49,75.12,15.37,73.63259937367705,6475,78.51382297301782,High Importance
1876911,Austedo,72.28,1872,78.13,Strategically Important,82.07,73.85,80.2,83.43,4.77,73.62955567761949,6476,78.51050413195712,High Importance
1095698,Horizant,72.17,1883,77.96,Strategically Important,82.07,73.41,81.16,81.87,6.46,73.6209678615163,6477,78.50718529089642,High Importance
1483317,hypochlorite,72.61,1841,78.51,Strategically Important,77.88,80.41,81.37,77.53,14.37,73.61835358687824,6478,78.50386644983571,High Importance
2058901,Epidiolex,72.26,1874,78.09,Strategically Important,82.07,74.85,79.63,82.89,4.0,73.61328415118825,6479,78.50054760877502,High Importance
68728,Niferex-150,72.47,1853,78.39,Strategically Important,78.22,80.79,81.84,76.5,12.35,73.6005352797309,6480,78.4972287677143,High Importance
2045125,"coagulation factor Xa (recombinant), inactivated-zhzo",72.45,1855,78.35,Strategically Important,77.42,81.35,82.11,73.11,19.52,73.59134910722759,6481,78.49390992665361,High Importance
1311532,glycine hydrochloride,72.42,1858,78.3,Strategically Important,78.06,81.88,80.92,73.7,16.56,73.58988415949902,6482,78.49059108559291,High Importance
218929,Orazinc,72.25,1875,78.08,Strategically Important,82.07,74.53,79.55,83.39,3.89,73.58968027710975,6483,78.4872722445322,High Importance
142133,dothiepin hydrochloride,72.46,1854,78.37,Strategically Important,77.84,83.85,78.0,70.49,23.48,73.58459437592943,6484,78.4839534034715,High Importance
802647,Multigen,72.27,1873,78.11,Strategically Important,82.07,74.22,79.46,84.0,3.79,73.58264480842274,6485,78.48063456241081,High Importance
216813,Dyna-Hex,72.45,1855,78.35,Strategically Important,78.97,78.33,82.44,80.0,8.11,73.58231646564327,6486,78.47731572135011,High Importance
215844,Calgon Vesta,72.45,1855,78.35,Strategically Important,78.97,78.33,82.44,80.0,8.11,73.58231646564327,6486,78.47731572135011,High Importance
219169,Periogard,72.45,1855,78.35,Strategically Important,78.97,78.33,82.44,80.0,8.11,73.58231646564327,6486,78.47731572135011,High Importance
1437960,Paroex,72.45,1855,78.35,Strategically Important,78.97,78.33,82.44,80.0,8.11,73.58231646564327,6486,78.47731572135011,High Importance
224891,Peridex,72.45,1855,78.35,Strategically Important,78.97,78.33,82.44,80.0,8.11,73.58231646564327,6486,78.47731572135011,High Importance
224892,Hibiclens,72.45,1855,78.35,Strategically Important,78.97,78.33,82.44,80.0,8.11,73.58231646564327,6486,78.47731572135011,High Importance
1661072,Exidine,72.45,1855,78.35,Strategically Important,78.97,78.33,82.44,80.0,8.11,73.58231646564327,6486,78.47731572135011,High Importance
215667,Betasept,72.45,1855,78.35,Strategically Important,78.97,78.33,82.44,80.0,8.11,73.58231646564327,6486,78.47731572135011,High Importance
124073,benzalkonium chloride (in water),71.86,1911,77.13,Strategically Important,78.71,81.18,84.24,65.92,21.36,73.57612033649394,6494,78.45076499286449,High Importance
1425981,benzalkonium bromide,71.86,1911,77.13,Strategically Important,78.71,81.18,84.24,65.92,21.36,73.57612033649394,6494,78.45076499286449,High Importance
2566310,Prevnar 20,72.27,1873,78.11,Strategically Important,82.07,73.41,79.72,84.43,4.55,73.57244638262232,6496,78.44412731074308,High Importance
317251,nicotinamide hydriodide,72.13,1887,77.79,Strategically Important,82.07,76.12,79.44,81.02,3.57,73.56459369135813,6497,78.4408084696824,High Importance
1039035,Lantiseptic Multi-Purpose,72.11,1889,77.64,Strategically Important,82.07,75.86,79.58,81.06,3.75,73.55185975971483,6498,78.43748962862168,High Importance
1306884,calcium acetate monohydrate,72.22,1878,78.0,Strategically Important,78.45,80.94,82.79,73.51,13.33,73.55168350840069,6499,78.43417078756099,High Importance
221070,carbetapentane tannate,72.41,1859,78.28,Strategically Important,77.84,83.85,78.0,70.24,23.48,73.55001723391231,6500,78.43085194650028,High Importance
1362690,rose bengal sodium,72.41,1859,78.28,Strategically Important,77.84,83.85,78.0,70.24,23.48,73.55001723391231,6500,78.43085194650028,High Importance
1991500,sodium perborate monohydrate,72.41,1859,78.28,Strategically Important,77.84,83.85,78.0,70.24,23.48,73.55001723391231,6500,78.43085194650028,High Importance
1546437,polystyrene sulfonate,72.29,1871,78.15,Strategically Important,78.35,86.74,73.15,63.55,34.15,73.54226900009746,6503,78.42089542331819,High Importance
135091,mosapride,72.29,1871,78.15,Strategically Important,78.35,86.74,73.15,63.55,34.15,73.54226900009746,6503,78.42089542331819,High Importance
27392,tropisetron,72.29,1871,78.15,Strategically Important,78.35,86.74,73.15,63.55,34.15,73.54226900009746,6503,78.42089542331819,High Importance
219642,Retavase,72.07,1893,77.58,Strategically Important,82.07,75.36,80.07,80.82,4.3,73.53776093453138,6506,78.41093890013607,High Importance
325514,indigotindisulfonate,72.44,1856,78.33,Strategically Important,77.92,83.89,78.02,72.53,18.86,73.52072792276851,6507,78.40762005907537,High Importance
2681011,fidanacogene elaparvovec,72.49,1851,78.4,Strategically Important,77.33,84.36,76.51,69.38,28.5,73.5165883370702,6508,78.40430121801467,High Importance
1546007,cidofovir anhydrous,72.47,1853,78.39,Strategically Important,77.9,80.43,81.37,77.01,13.86,73.51564169918409,6509,78.40098237695396,High Importance
81963,benzydamine hydrochloride,72.08,1892,77.59,Strategically Important,78.72,84.21,76.08,63.83,32.38,73.51403400460099,6510,78.39766353589327,High Importance
49255,domiphen bromide,72.21,1879,78.0,Strategically Important,77.81,84.49,77.41,65.23,30.89,73.51103614301226,6511,78.39434469483257,High Importance
28199,ketoprofen lysine,72.03,1896,77.53,Strategically Important,82.07,74.22,80.41,81.51,4.95,73.49542090929027,6512,78.39102585377186,High Importance
113608,fusidate,72.07,1893,77.58,Strategically Important,78.72,84.21,75.98,63.83,32.35,73.49472689221133,6513,78.38770701271116,High Importance
38610,triclofos,72.28,1872,78.13,Strategically Important,78.42,87.5,71.38,62.97,35.76,73.49451172943121,6514,78.38438817165046,High Importance
1726987,sugammadex sodium,72.28,1872,78.13,Strategically Important,78.42,87.5,71.38,62.97,35.76,73.49451172943121,6514,78.38438817165046,High Importance
11232,virginiamycin,72.28,1872,78.13,Strategically Important,78.42,87.5,71.38,62.97,35.76,73.49451172943121,6514,78.38438817165046,High Importance
6131,ketanserin,72.28,1872,78.13,Strategically Important,78.42,87.5,71.38,62.97,35.76,73.49451172943121,6514,78.38438817165046,High Importance
21149,ciprofibrate,72.28,1872,78.13,Strategically Important,78.42,87.5,71.38,62.97,35.76,73.49451172943121,6514,78.38438817165046,High Importance
262233,Alocril,71.94,1904,77.34,Strategically Important,82.07,74.85,80.76,79.81,5.3,73.4864592627607,6519,78.36779396634695,High Importance
2671062,iptacopan hydrochloride,72.46,1854,78.37,Strategically Important,77.8,81.43,79.79,75.78,16.39,73.47353673868287,6520,78.36447512528625,High Importance
39605,Viscoat,72.09,1891,77.61,Strategically Important,82.07,74.85,79.32,82.49,3.56,73.46886277489384,6521,78.36115628422556,High Importance
638458,DisCoVisc,72.09,1891,77.61,Strategically Important,82.07,74.85,79.32,82.49,3.56,73.46886277489384,6521,78.36115628422556,High Importance
2199577,indocyanine green acid form,72.38,1862,78.24,Strategically Important,77.82,81.44,80.65,74.91,15.93,73.46873782835233,6523,78.35451860210414,High Importance
2586182,iVizia,72.11,1889,77.64,Strategically Important,82.07,74.22,79.46,83.17,3.79,73.46784869692594,6524,78.35119976104345,High Importance
236236,codeine camsyl,71.91,1907,77.25,Strategically Important,82.07,74.85,80.76,79.66,5.3,73.46571297755044,6525,78.34788091998274,High Importance
1812589,vonicog alfa,72.4,1860,78.27,Strategically Important,78.36,87.98,69.0,64.15,37.22,73.46309190169391,6526,78.34456207892204,High Importance
2119382,Spravato,72.35,1865,78.21,Strategically Important,78.97,74.37,82.23,80.09,17.09,73.44933811032759,6527,78.34124323786133,High Importance
1013644,Cidaflex,72.11,1889,77.64,Strategically Important,82.07,73.85,79.37,83.77,3.71,73.44797874687809,6528,78.33792439680064,High Importance
216033,Chloromag,72.08,1892,77.59,Strategically Important,82.07,74.22,79.46,83.02,3.79,73.44710241171566,6529,78.33460555573993,High Importance
4301,omega-3 fatty acids,74.07,1709,80.21,Strategically Important,72.65,88.02,68.34,84.22,31.74,73.444359596462,6530,78.33128671467924,High Importance
1101342,Nortemp,72.01,1898,77.48,Strategically Important,82.07,73.85,80.2,82.08,4.77,73.44283911072709,6531,78.32796787361853,High Importance
220577,Tylenol Gelcap Extra Strength,72.01,1898,77.48,Strategically Important,82.07,73.85,80.2,82.08,4.77,73.44283911072709,6531,78.32796787361853,High Importance
219598,Redutemp,72.01,1898,77.48,Strategically Important,82.07,73.85,80.2,82.08,4.77,73.44283911072709,6531,78.32796787361853,High Importance
218205,Mapap,72.01,1898,77.48,Strategically Important,82.07,73.85,80.2,82.08,4.77,73.44283911072709,6531,78.32796787361853,High Importance
220207,Tempra Quicklets,72.01,1898,77.48,Strategically Important,82.07,73.85,80.2,82.08,4.77,73.44283911072709,6531,78.32796787361853,High Importance
1293937,Pharbetol,72.01,1898,77.48,Strategically Important,82.07,73.85,80.2,82.08,4.77,73.44283911072709,6531,78.32796787361853,High Importance
220562,Tycolene,72.01,1898,77.48,Strategically Important,82.07,73.85,80.2,82.08,4.77,73.44283911072709,6531,78.32796787361853,High Importance
225064,Acephen,72.01,1898,77.48,Strategically Important,82.07,73.85,80.2,82.08,4.77,73.44283911072709,6531,78.32796787361853,High Importance
1013857,Little Fevers,72.01,1898,77.48,Strategically Important,82.07,73.85,80.2,82.08,4.77,73.44283911072709,6531,78.32796787361853,High Importance
202433,Tylenol,72.01,1898,77.48,Strategically Important,82.07,73.85,80.2,82.08,4.77,73.44283911072709,6531,78.32796787361853,High Importance
798923,Tactinal,72.01,1898,77.48,Strategically Important,82.07,73.85,80.2,82.08,4.77,73.44283911072709,6531,78.32796787361853,High Importance
217115,Feverall,72.01,1898,77.48,Strategically Important,82.07,73.85,80.2,82.08,4.77,73.44283911072709,6531,78.32796787361853,High Importance
215257,Anacin AF,72.01,1898,77.48,Strategically Important,82.07,73.85,80.2,82.08,4.77,73.44283911072709,6531,78.32796787361853,High Importance
718834,Coartem,72.0,1899,77.45,Strategically Important,82.07,73.85,80.2,82.03,4.77,73.43592368232366,6544,78.28482293982941,High Importance
1306065,chromium Cr-51,73.75,1739,79.78,Strategically Important,72.98,87.82,70.83,80.67,31.38,73.42594264512965,6545,78.2815040987687,High Importance
2591496,daridorexant hydrochloride,72.34,1866,78.2,Strategically Important,77.92,83.89,77.47,72.53,18.69,73.41411739395309,6546,78.27818525770802,High Importance
2387833,belantamab mafodotin-blmf,72.32,1868,78.18,Strategically Important,77.5,81.4,80.64,74.01,18.23,73.40265804012917,6547,78.2748664166473,High Importance
748663,Respa-BR,71.91,1907,77.25,Strategically Important,82.07,75.09,79.81,80.68,4.06,73.39542886434295,6548,78.27154757558661,High Importance
2665205,momelotinib dihydrochloride monohydrate,72.23,1877,78.01,Strategically Important,77.84,83.85,77.45,70.09,22.77,73.37714806727591,6549,78.2682287345259,High Importance
1426165,"protein S, human",72.25,1875,78.08,Strategically Important,78.18,87.33,70.53,64.24,35.38,73.364534958184,6550,78.2649098934652,High Importance
1086306,Pernox Scrub Cleanser,71.78,1917,77.03,Strategically Important,82.07,76.36,79.83,78.51,3.88,73.3615515292554,6551,78.2615910524045,High Importance
2612537,eflapegrastim-xnst,72.34,1866,78.2,Strategically Important,77.5,81.4,79.78,74.86,17.99,73.35569623485665,6552,78.25827221134381,High Importance
75961,reviparin sodium,72.23,1877,78.01,Strategically Important,77.89,83.87,77.46,71.25,20.3,73.35499962045496,6553,78.2549533702831,High Importance
1306187,Equus caballus collagen,72.1,1890,77.63,Strategically Important,78.36,86.36,72.4,63.61,34.16,73.34627595159591,6554,78.25163452922239,High Importance
34530,procaterol,72.1,1890,77.63,Strategically Important,78.68,87.57,69.87,62.35,36.53,73.3372013807081,6555,78.2483156881617,High Importance
4335,fenspiride,72.1,1890,77.63,Strategically Important,78.68,87.57,69.87,62.35,36.53,73.3372013807081,6555,78.2483156881617,High Importance
476316,acetylcarnitine hydrochloride,72.21,1879,78.0,Strategically Important,77.89,83.87,77.46,71.11,20.3,73.33563642092537,6557,78.24167800604029,High Importance
1550045,Bifidobacterium animalis,72.09,1891,77.61,Strategically Important,78.73,88.83,68.4,60.64,38.73,73.33487970878262,6558,78.23835916497958,High Importance
1006469,doconexent,72.09,1891,77.61,Strategically Important,78.73,88.83,68.4,60.64,38.73,73.33487970878262,6558,78.23835916497958,High Importance
1150096,Bifidobacterium longum,72.09,1891,77.61,Strategically Important,78.73,88.83,68.4,60.64,38.73,73.33487970878262,6558,78.23835916497958,High Importance
1299637,anhydrous zinc acetate,72.1,1890,77.63,Strategically Important,78.06,81.88,80.49,72.54,16.29,73.33454185630464,6561,78.22840264179749,High Importance
851910,white alder pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852613,winterfat pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
1117083,weakleaf bur ragweed pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
1013913,scrub pine pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852627,sweet gum pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852622,privet pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852589,western juniper pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852597,Utah juniper pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852609,red cedar pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
900045,Oregon ash pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852306,silver ragweed pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
851882,sisal fiber allergenic extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
851874,hard maple pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852158,Russian thistle pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852152,greasewood pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852170,arroyo willow pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852162,black willow pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852585,California juniper pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852663,Syrian hamster skin extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852653,european olive pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
851902,tag alder pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852634,alfalfa pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
1111024,valley oak pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
895070,Mongolian gerbil skin allergenic extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
851894,iodine bush pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852197,grama grass pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852514,velvet grass pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852704,date palm pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852539,poverty weed pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
1427044,Penicillium digitatum allergenic extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852673,bahia grass pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
902215,common cocklebur pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852496,Arizona ash pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852503,Haematonectria haematococca allergenic extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
903913,broad leaved paperbark pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852802,California scrub oak pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
851736,coast maple pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852264,Cochliobolus lunatus allergenic extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852252,domestic goat skin extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852260,black oak pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852128,Johnson grass smut allergenic extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852281,hazelnut pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
886638,cat flea allergenic extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
867353,queen palm pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
995747,bald cypress pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852174,pussy willow pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852213,sheep sorrel pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852221,shagbark hickory pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852178,gray birch pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852298,guinea pig skin extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852124,fivehorn smotherweed pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852046,nettle pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
851914,red alder pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
1014385,Bermuda grass smut allergenic extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852315,kapok tree fiber allergenic extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852225,cheat grass pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852229,Australian pine pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
995743,Canada goldenrod pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852209,yellow dock pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
895279,rat skin extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
897332,groundsel pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
995754,American basswood pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852738,eastern white pine pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
897304,allscale pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
900113,redberry juniper pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
898324,lodgepole pine pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852355,Fremont cottonwood pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
895507,guinea pig hair extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852404,Pleospora tarda allergenic extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852087,shad scale pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852074,wing scale pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852070,linden pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852412,jute fiber allergenic extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852386,Eucalyptus globulus pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852742,English plantain pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
852750,western sycamore pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
1014191,cedar elm pollen extract,72.13,1887,77.79,Strategically Important,77.65,83.69,77.25,67.59,28.05,73.33356920490642,6562,78.22508380073678,High Importance
235959,dihydralazine sulfate,72.19,1881,77.97,Strategically Important,77.89,83.87,77.46,71.01,20.3,73.32180556411853,6639,77.96953303906275,High Importance
2632980,retifanlimab-dlwr,72.71,1831,78.61,Strategically Important,77.13,81.04,77.02,81.31,14.99,73.30847846613548,6640,77.96621419800206,High Importance
405069,Fem pH,72.15,1885,77.94,Strategically Important,78.97,77.59,81.85,80.0,7.84,73.29854279081589,6641,77.96289535694136,High Importance
405298,Relagard,72.15,1885,77.94,Strategically Important,78.97,77.59,81.85,80.0,7.84,73.29854279081589,6641,77.96289535694136,High Importance
1318915,potassium ion,73.98,1717,80.11,Strategically Important,72.58,87.69,67.48,85.23,31.19,73.2937989371552,6643,77.95625767481995,High Importance
1088837,Gordogesic,71.95,1903,77.38,Strategically Important,82.07,73.41,79.01,83.83,3.61,73.29110763205918,6644,77.95293883375925,High Importance
217743,Insta-Char,71.89,1909,77.16,Strategically Important,82.07,73.85,79.37,82.63,3.71,73.29030697928006,6645,77.94961999269854,High Importance
92128,CharcoCaps,71.89,1909,77.16,Strategically Important,82.07,73.85,79.37,82.63,3.71,73.29030697928006,6645,77.94961999269854,High Importance
158387,papaverine codecarboxylate,71.7,1925,76.93,Strategically Important,82.07,75.36,80.07,78.99,4.3,73.28465625496611,6647,77.94298231057715,High Importance
